ax,ay,az,gx,gy,gz,mx,my,mz,timestamp
0.74,-9.09,-0.56,2.85,-1.79,0.33,35.40,-3.99,-39.83,3715
3.08,-9.38,-0.65,2.99,-2.09,0.29,34.95,-5.32,-42.79,3750
1.30,-11.10,-1.82,2.95,-2.78,0.35,33.63,-7.42,-46.16,3784
1.07,-12.14,-2.34,2.97,-3.60,0.54,30.99,-9.18,-50.77,3818
-0.29,-10.16,-3.10,3.09,-3.94,0.77,27.70,-11.91,-53.30,3852
0.82,-11.98,0.78,3.00,-3.88,1.04,24.99,-18.31,-56.33,3886
8.01,-14.75,-4.44,2.40,-3.98,1.06,21.34,-17.96,-58.78,3920
5.37,0.88,-5.98,2.67,-2.83,1.16,19.03,-21.54,-59.49,3955
-6.14,-27.10,0.42,2.42,-3.16,1.25,16.63,-25.67,-59.89,3989
-0.03,-12.85,-1.69,3.08,-3.93,1.87,13.45,-31.01,-59.13,4023
-1.17,-19.78,-4.01,2.98,-4.57,2.50,8.61,-35.37,-58.39,4057
1.51,-18.57,-3.70,2.90,-4.57,2.63,1.80,-40.82,-54.56,4091
-4.02,-19.77,0.45,2.71,-4.37,3.22,-4.36,-44.20,-51.20,4125
-11.77,-20.95,-5.04,2.73,-5.85,3.77,-12.74,-46.54,-45.02,4160
-6.55,-20.98,-7.69,2.64,-3.26,3.98,-18.80,-46.35,-39.42,4194
-5.15,-19.48,-8.11,2.08,-2.77,4.46,-23.85,-45.47,-34.41,4228
-0.09,-21.79,-10.69,1.60,-2.08,5.00,-30.96,-40.72,-29.54,4262
0.65,-19.94,-15.26,0.20,-0.27,4.77,-35.02,-35.63,-27.90,4296
10.32,-16.75,-17.78,-1.63,2.24,4.26,-39.84,-28.38,-31.07,4331
15.77,-15.59,-18.01,-3.30,3.79,3.45,-40.47,-21.76,-37.18,4365
21.55,-18.73,-10.73,-5.13,5.58,0.59,-37.96,-16.56,-45.63,4399
19.69,-18.80,1.96,-5.46,4.15,-2.00,-33.00,-12.83,-52.21,4433
10.15,-18.16,15.15,-3.71,0.76,-4.72,-31.19,-11.94,-54.24,4467
18.74,-10.08,17.69,-0.56,-5.41,-5.51,-34.65,-15.39,-48.26,4501
23.84,-6.52,8.09,1.01,-6.46,-5.80,-37.34,-22.13,-40.13,4536
11.83,-16.57,7.40,2.30,-8.26,-5.39,-37.24,-29.87,-29.00,4570
3.38,-7.72,8.02,2.05,-5.30,-4.84,-32.51,-36.85,-18.99,4604
2.05,-0.51,5.43,2.31,-4.75,-3.37,-27.64,-40.13,-11.68,4638
-0.42,-17.83,7.97,3.41,-6.55,-2.38,-22.32,-40.88,-2.24,4672
10.91,-11.15,2.02,4.00,-7.18,-2.10,-12.79,-38.82,5.47,4707
5.73,-11.10,-0.78,4.13,-7.37,-1.61,-3.95,-35.33,10.67,4741
3.22,-12.56,-2.62,3.95,-6.92,-1.43,6.81,-29.55,13.02,4775
-1.36,-10.29,-7.35,3.94,-6.29,-1.17,15.23,-25.11,12.80,4809
2.48,-9.64,-6.65,3.96,-6.25,-0.87,22.32,-20.07,10.41,4843
8.70,-9.27,-0.71,3.90,-6.48,-0.93,30.24,-14.50,4.88,4877
6.99,-4.59,-4.94,3.67,-6.32,-0.89,35.37,-10.57,-2.59,4912
6.89,-5.33,-5.73,3.20,-6.45,-1.06,39.74,-6.97,-12.34,4946
6.57,-6.55,-4.97,2.64,-5.37,-1.13,40.59,-5.16,-20.64,4980
3.10,-8.38,-4.40,2.44,-5.09,-1.13,40.56,-3.90,-28.66,5014
3.75,-8.16,-3.87,2.38,-4.99,-0.93,38.40,-3.39,-35.68,5048
3.18,-8.05,-6.97,2.32,-5.15,-0.80,35.27,-4.27,-43.19,5083
0.99,-7.60,-8.29,2.33,-5.62,-0.69,30.75,-5.67,-50.67,5117
6.39,-7.57,-7.59,2.44,-6.99,-0.46,24.13,-7.23,-57.03,5151
7.24,-5.50,-11.37,2.63,-7.45,-0.44,16.47,-10.36,-61.53,5185
15.71,-5.91,-8.84,2.64,-7.77,-0.40,5.10,-14.48,-64.26,5219
8.82,-5.80,-7.27,2.40,-7.52,-0.63,-5.12,-17.79,-64.69,5253
14.83,-6.29,-6.09,2.15,-7.99,-0.77,-14.60,-21.08,-60.20,5288
14.23,-7.69,-1.60,2.10,-8.77,-1.25,-25.05,-24.01,-53.87,5322
13.91,-7.15,-3.86,2.08,-8.54,-2.12,-30.97,-26.53,-44.93,5356
8.37,-6.94,-3.20,1.93,-8.11,-2.66,-34.22,-30.42,-32.49,5390
2.29,-5.87,1.83,1.95,-7.20,-2.92,-33.43,-33.24,-23.02,5424
0.47,-10.21,0.99,2.45,-7.98,-2.77,-29.87,-35.88,-12.15,5458
8.88,-7.12,-3.26,2.91,-8.52,-2.38,-21.54,-36.76,-0.67,5493
15.53,-4.29,-3.24,2.85,-8.11,-2.45,-12.80,-35.72,6.74,5527
2.79,-7.68,-3.82,2.80,-7.11,-2.76,-1.39,-32.59,10.99,5561
11.33,-6.38,0.86,3.02,-7.27,-2.37,8.81,-28.75,11.79,5595
7.16,-9.09,0.55,2.78,-6.55,-2.15,17.83,-25.34,10.68,5629
2.39,-9.18,-3.62,2.53,-5.52,-2.25,26.18,-20.56,7.40,5664
-0.70,-10.26,-6.59,2.34,-4.35,-1.86,30.44,-16.22,3.86,5698
0.83,-10.87,-3.78,2.44,-4.69,-1.48,35.36,-12.76,-2.24,5732
9.92,-5.60,-1.88,2.89,-5.08,-1.05,38.59,-10.44,-9.24,5766
12.26,-5.23,-6.40,2.62,-5.62,-0.93,39.92,-7.94,-16.82,5800
11.28,-3.94,-7.95,2.55,-5.78,-0.91,40.50,-6.53,-26.12,5834
8.43,-2.90,-5.64,2.60,-6.57,-0.99,39.23,-6.12,-35.22,5869
12.92,-4.65,-5.27,2.64,-8.13,-1.44,35.15,-6.42,-45.13,5903
12.64,-3.51,-1.20,2.64,-8.70,-1.63,26.22,-6.78,-54.74,5937
11.55,-7.23,-4.02,2.33,-8.47,-1.85,16.81,-8.73,-61.28,5971
6.64,-8.34,1.89,2.18,-8.05,-1.70,4.47,-10.73,-64.12,6005
5.84,-10.04,2.63,1.67,-7.41,-1.29,-5.38,-12.47,-64.00,6040
0.01,-10.41,2.03,1.01,-6.32,-1.21,-13.59,-14.02,-62.15,6074
-0.27,-9.72,-1.64,0.69,-5.83,-1.16,-21.86,-15.54,-58.02,6108
-2.54,-9.36,-2.98,0.31,-4.73,-1.41,-26.54,-16.81,-53.86,6142
2.74,-6.09,-5.31,0.45,-5.22,-1.27,-31.25,-18.90,-47.18,6176
6.48,-9.47,-7.88,0.47,-5.75,-1.28,-34.22,-20.65,-41.33,6210
7.90,-9.49,-13.26,0.57,-6.54,-2.00,-36.23,-22.74,-34.33,6245
8.17,-5.64,-14.43,0.77,-7.60,-2.46,-36.52,-25.11,-23.14,6279
10.42,-11.18,-10.47,1.02,-8.51,-3.29,-33.62,-28.50,-12.48,6313
16.40,-0.45,-12.00,1.83,-9.05,-4.34,-26.07,-31.86,0.10,6347
30.70,-0.22,-1.00,1.82,-10.86,-3.67,-12.34,-33.43,7.86,6381
11.81,-4.81,-11.52,1.90,-14.67,-2.65,5.23,-31.89,11.69,6416
7.61,-2.69,-9.65,1.56,-15.29,-2.25,28.02,-30.20,1.94,6450
22.10,6.97,-14.87,1.01,-12.24,-1.08,37.53,-28.30,-11.94,6484
15.26,1.80,4.60,1.75,-7.44,-0.60,39.67,-27.76,-21.51,6518
39.16,12.35,-21.83,4.68,-10.18,-2.49,39.65,-26.62,-30.31,6552
7.15,-5.72,23.04,2.26,-1.09,-1.84,39.49,-25.81,-32.87,6586
12.45,-13.82,15.63,2.24,-3.41,1.25,38.61,-28.12,-36.12,6621
6.43,-5.70,-7.25,2.23,-2.21,1.19,37.68,-30.47,-37.26,6655
1.44,-10.94,-6.11,1.34,-0.67,0.53,36.48,-31.86,-38.10,6689
-6.44,-9.69,-0.43,0.81,-1.73,-0.52,35.82,-32.96,-38.64,6723
-11.78,-9.57,4.33,0.96,-3.04,-0.15,34.79,-33.62,-42.47,6757
-9.22,-7.55,2.98,1.26,-5.63,0.10,30.05,-35.57,-47.46,6791
-14.47,-18.07,-3.20,1.59,-6.70,-0.17,24.01,-36.83,-51.62,6826
-0.46,-4.21,-2.33,1.28,-3.71,-0.24,20.24,-38.12,-53.22,6860
-22.05,-19.34,6.64,1.49,-6.12,-0.37,14.15,-39.73,-54.66,6894
-2.81,-10.72,-0.01,1.99,-6.37,0.41,6.27,-42.40,-53.54,6928
-5.28,-17.20,0.33,1.23,-3.99,1.22,0.19,-44.53,-51.93,6962
-2.70,-17.40,-1.11,0.85,-1.22,1.03,-3.93,-44.67,-50.28,6997
-6.75,-7.52,-2.70,1.15,-1.22,0.94,-5.88,-45.15,-47.72,7031
0.32,-7.62,-5.30,1.37,-3.56,1.49,-11.03,-45.35,-45.03,7065
3.15,-14.04,-2.16,1.03,-4.15,1.18,-15.42,-44.91,-41.52,7099
3.46,-15.87,-6.36,0.59,-2.98,0.48,-18.44,-44.75,-38.42,7133
-1.85,-11.84,-0.11,0.45,-2.11,0.27,-20.37,-44.02,-37.17,7167
-0.99,-8.32,-1.47,0.84,-2.33,1.11,-22.62,-43.39,-34.26,7202
-0.02,-14.27,-3.28,0.92,-2.83,1.40,-26.10,-41.82,-30.47,7236
4.18,-9.28,-4.28,0.48,-2.30,0.74,-27.81,-40.79,-27.40,7270
4.85,-11.48,-6.04,0.47,-2.85,0.23,-28.97,-39.33,-24.96,7304
3.47,-8.67,-3.58,0.14,-1.94,0.18,-29.70,-38.48,-21.91,7338
3.87,-9.19,-1.19,0.19,-2.26,0.38,-30.30,-37.68,-19.66,7373
6.36,-10.09,-2.58,0.09,-2.18,0.18,-29.25,-36.36,-17.23,7407
4.11,-11.50,-1.19,0.03,-0.69,0.08,-29.51,-35.19,-16.82,7441
-0.21,-12.59,1.56,0.18,-0.33,0.03,-29.58,-34.67,-15.61,7475
1.74,-12.94,0.28,0.38,-0.31,-0.15,-29.60,-34.07,-15.58,7509
-5.90,-13.61,0.86,0.60,0.31,0.08,-28.66,-32.65,-15.24,7543
-10.60,-16.10,-10.83,0.58,-1.61,0.73,-28.84,-32.49,-14.19,7578
1.72,-11.57,-7.30,0.71,-1.59,0.49,-27.83,-31.54,-12.69,7612
-5.52,-4.66,-2.94,-0.58,-1.87,1.45,-27.07,-31.45,-11.20,7646
-1.67,-4.95,-5.10,-0.50,-5.41,3.22,-25.59,-28.92,-5.83,7680
-5.19,-39.20,1.60,-0.21,-5.42,3.78,-23.05,-26.91,-0.69,7714
9.16,-4.64,8.12,-0.17,-0.75,-0.02,-20.68,-27.17,0.57,7749
2.35,-12.14,-0.81,-0.66,-0.30,-0.50,-19.60,-29.00,0.99,7783
-1.21,-12.50,0.78,-0.76,1.12,-0.25,-19.70,-30.49,0.22,7817
4.69,-10.98,3.91,0.02,0.72,0.63,-20.46,-30.93,-0.72,7851
4.31,-9.88,5.61,0.28,0.49,0.25,-21.35,-30.99,-1.23,7885
-2.53,-7.60,-1.93,-0.17,0.37,-0.59,-21.66,-31.56,-0.77,7919
-4.89,-11.76,-1.97,0.82,0.61,0.04,-22.17,-31.60,-1.34,7954
-5.64,-9.43,1.32,1.32,-0.22,0.12,-22.95,-30.71,-0.09,7988
-0.88,-12.10,-4.68,1.22,-2.66,0.05,-21.54,-29.85,3.49,8022
-5.52,-9.26,-4.90,1.81,-3.20,0.21,-19.28,-28.24,6.58,8056
-2.44,-11.42,-5.17,1.29,-5.45,0.56,-14.24,-26.76,11.52,8090
-3.52,-11.70,-4.69,1.68,-3.83,0.87,-8.75,-24.32,14.50,8125
-11.68,-11.90,-2.64,1.95,-4.23,1.51,-4.75,-22.83,16.33,8159
-13.96,-17.96,-7.57,1.87,-7.18,2.57,4.57,-20.55,17.80,8193
-6.57,-18.80,-12.63,1.79,-6.59,2.98,12.83,-20.04,17.28,8227
-3.88,-14.07,-16.41,1.96,-4.34,3.28,17.80,-19.73,16.11,8261
-5.27,-17.91,-19.72,0.35,-1.06,4.19,18.21,-21.06,16.50,8295
13.00,-16.15,-18.96,-1.69,1.97,4.00,13.71,-24.82,17.01,8330
15.59,-16.26,-15.49,-3.46,4.92,2.30,5.74,-29.77,16.02,8364
20.30,-18.79,-3.23,-4.25,5.21,-0.70,-3.65,-35.53,11.27,8398
17.21,-17.39,7.49,-3.73,4.10,-3.42,-5.74,-40.70,7.04,8432
5.22,-13.70,14.68,-1.46,-1.24,-5.15,-0.41,-43.26,4.81,8466
11.41,-10.51,10.69,0.17,-6.28,-5.49,10.57,-43.28,3.33,8500
16.93,-9.74,4.28,1.33,-6.47,-5.27,20.83,-39.39,0.66,8535
11.45,-10.46,3.07,1.68,-7.96,-4.72,32.55,-32.74,-5.95,8569
1.98,-2.15,6.76,2.02,-6.02,-3.87,38.54,-26.40,-11.18,8603
-6.48,-8.68,6.83,2.42,-6.21,-2.94,41.44,-20.53,-20.64,8637
2.91,-14.47,4.65,3.39,-9.37,-2.26,41.68,-17.07,-32.91,8671
0.83,-6.32,-6.10,3.95,-10.68,-2.30,37.45,-15.70,-45.79,8706
10.43,-7.13,-4.11,3.95,-10.76,-2.40,25.52,-16.68,-58.58,8740
14.42,-6.92,-1.78,3.27,-8.87,-2.55,15.10,-18.78,-63.93,8774
8.20,-7.28,2.02,2.92,-7.52,-2.45,5.39,-21.24,-65.45,8808
4.64,-10.19,3.75,2.44,-6.81,-2.09,-4.82,-25.37,-64.43,8842
0.15,-9.09,-0.77,2.21,-6.50,-1.87,-12.53,-28.00,-61.01,8876
4.01,-8.32,-0.91,1.86,-5.75,-1.85,-18.84,-31.18,-57.04,8911
-7.02,-10.01,-6.27,1.38,-3.77,-1.86,-21.51,-34.14,-52.72,8945
-4.89,-11.82,-5.55,1.14,-3.40,-1.26,-23.27,-35.97,-49.40,8979
1.34,-10.41,-2.75,1.41,-4.40,-1.01,-25.59,-38.15,-43.89,9013
5.97,-8.40,2.67,1.87,-4.44,-0.62,-27.84,-39.35,-38.97,9047
5.58,-8.93,-2.87,2.13,-5.26,-0.56,-29.36,-40.43,-31.00,9082
2.52,-8.27,-11.21,2.10,-5.86,-0.23,-29.61,-40.09,-23.63,9116
1.21,-8.39,-13.34,2.04,-6.16,-0.16,-28.15,-40.46,-15.52,9150
3.92,-7.04,-8.37,2.20,-7.19,-0.54,-24.57,-39.51,-6.01,9184
10.41,-5.24,-12.62,2.12,-8.64,-1.09,-18.18,-39.07,2.78,9218
17.21,-4.36,-10.59,1.91,-8.37,-2.20,-6.80,-38.06,8.16,9252
13.69,-1.16,-3.56,1.64,-6.80,-2.58,2.89,-36.57,10.06,9287
8.50,-10.05,4.02,1.77,-7.63,-2.49,12.80,-34.99,9.62,9321
11.92,-4.49,2.82,2.35,-9.28,-2.52,26.07,-29.93,3.76,9355
4.97,-10.57,1.45,2.38,-8.81,-2.60,34.58,-25.71,-3.48,9389
4.12,-8.35,1.74,2.35,-7.29,-2.39,39.80,-20.23,-14.51,9423
6.18,-8.96,2.83,1.99,-6.56,-2.15,42.21,-17.47,-22.35,9458
-2.77,-9.96,0.40,1.52,-5.01,-2.29,41.92,-14.34,-28.59,9492
-4.19,-12.41,-2.90,1.34,-4.03,-1.88,40.95,-11.44,-36.35,9526
-0.75,-11.19,-3.50,1.68,-4.67,-1.46,38.37,-9.94,-42.30,9560
7.63,-7.57,-6.59,2.09,-5.90,-1.15,34.07,-9.82,-49.53,9594
9.40,-6.88,-7.54,2.19,-6.38,-0.97,27.04,-10.39,-55.95,9628
7.38,-7.13,-10.90,2.26,-6.78,-1.09,19.79,-12.60,-60.92,9663
7.90,-8.92,-6.35,2.67,-7.69,-1.24,9.06,-14.47,-64.12,9697
11.65,-4.80,-8.02,2.89,-8.13,-1.24,-1.84,-17.67,-64.64,9731
15.80,-5.16,-2.99,2.54,-7.82,-1.45,-11.63,-21.02,-62.06,9765
13.23,-6.75,1.78,1.98,-6.88,-1.85,-20.26,-25.12,-56.59,9799
7.53,-7.88,4.37,1.72,-6.66,-2.14,-25.27,-28.16,-51.24,9833
2.64,-8.28,2.84,1.62,-6.66,-2.30,-29.44,-32.29,-41.80,9868
0.41,-10.26,0.20,1.46,-6.88,-2.15,-30.88,-35.37,-34.84,9902
-2.22,-10.69,-1.34,1.46,-6.46,-2.20,-30.84,-37.26,-26.13,9936
3.64,-7.98,-4.51,1.43,-6.42,-2.16,-27.89,-40.51,-16.95,9970
5.69,-9.41,-5.20,1.50,-6.42,-2.10,-24.31,-41.63,-10.04,10004
5.88,-9.05,-6.47,1.87,-7.41,-1.84,-18.66,-42.98,-2.46,10039
9.68,-6.55,-4.84,2.09,-8.09,-1.67,-9.31,-42.02,2.72,10073
11.18,-6.73,-2.90,1.96,-7.86,-1.84,-0.10,-40.56,6.31,10107
10.29,-7.62,-0.71,1.63,-7.40,-2.17,10.74,-38.73,6.61,10141
5.95,-9.50,0.29,1.44,-7.15,-2.37,19.42,-36.10,3.60,10175
9.38,-7.32,1.14,1.44,-7.13,-2.12,27.59,-33.25,-0.54,10209
1.58,-12.20,-0.84,1.56,-8.12,-2.08,34.60,-30.37,-7.82,10244
6.45,-5.72,-3.09,1.62,-8.00,-2.31,38.83,-26.73,-17.48,10278
1.88,-10.32,-2.73,1.44,-7.20,-2.20,40.30,-23.25,-27.64,10312
1.89,-8.97,-4.42,1.57,-8.01,-2.41,38.99,-20.55,-37.40,10346
4.05,-9.62,-4.52,1.85,-8.30,-2.26,35.05,-18.69,-46.29,10380
7.32,-7.80,-7.00,2.25,-9.29,-2.63,25.80,-17.66,-56.43,10415
15.34,-3.77,-3.01,2.14,-8.54,-2.94,15.95,-17.57,-61.84,10449
9.50,-9.73,3.74,2.09,-7.80,-3.12,5.03,-19.23,-63.78,10483
12.20,-4.41,1.09,2.42,-8.26,-3.32,-4.40,-22.29,-63.93,10517
9.10,-5.77,4.44,2.42,-7.81,-3.39,-13.24,-26.44,-59.75,10551
9.47,-7.84,2.00,2.51,-7.38,-3.16,-19.73,-31.39,-53.49,10585
3.56,-9.51,1.69,2.62,-7.20,-2.60,-24.09,-35.59,-46.21,10620
-1.65,-11.47,5.15,2.06,-5.51,-2.34,-25.97,-39.56,-38.57,10654
-9.21,-13.71,-0.54,1.33,-3.57,-1.93,-25.59,-41.63,-35.47,10688
-4.65,-12.73,-10.35,1.29,-3.29,-1.54,-25.21,-43.04,-30.43,10722
6.26,-9.30,-6.54,1.53,-3.80,-1.34,-24.13,-45.13,-24.88,10756
13.05,-3.28,-4.92,1.26,-2.09,-1.40,-22.17,-46.02,-22.61,10791
8.95,-7.02,-9.30,1.35,-2.26,-0.84,-21.16,-47.00,-19.39,10825
5.14,-7.69,-0.51,1.73,-3.14,-0.61,-19.22,-47.41,-15.92,10859
6.44,-6.17,-4.29,2.43,-6.04,-0.60,-17.25,-46.96,-9.87,10893
7.80,-6.79,-9.43,2.92,-8.38,-0.53,-10.83,-45.66,-1.07,10927
14.18,-4.09,-11.79,3.21,-8.97,-0.69,-3.51,-43.64,4.63,10961
24.55,-4.05,-7.06,2.88,-9.36,-1.20,6.91,-41.48,6.49,10996
15.58,-5.18,-1.57,2.59,-7.36,-1.77,18.36,-37.28,4.94,11030
15.55,-6.21,4.55,1.96,-7.84,-2.04,26.60,-34.52,1.58,11064
12.75,-9.78,8.98,1.47,-7.25,-2.30,34.32,-29.93,-6.52,11098
2.87,-11.06,9.49,1.22,-6.21,-2.14,38.59,-26.88,-13.74,11132
-6.01,-11.28,2.95,0.97,-5.75,-1.59,40.70,-23.98,-20.72,11166
-12.11,-10.22,-2.68,0.74,-4.80,-1.28,40.69,-22.36,-27.83,11201
0.06,-8.95,-3.98,0.78,-4.44,-1.37,39.74,-20.67,-33.89,11235
1.61,-8.53,0.37,0.48,-3.27,-1.32,39.13,-19.03,-38.86,11269
0.51,-9.13,-4.06,0.54,-4.06,-1.21,36.63,-17.61,-44.14,11303
3.56,-9.94,-2.85,0.75,-5.97,-1.03,33.02,-16.95,-49.74,11337
6.28,-8.87,-6.71,1.07,-6.62,-1.39,25.50,-16.54,-56.97,11372
10.53,-4.81,-11.05,0.93,-6.24,-1.76,18.31,-16.72,-62.31,11406
10.18,-8.05,-5.38,0.68,-6.58,-2.33,11.33,-16.16,-64.24,11440
7.02,-7.14,2.16,0.82,-7.38,-3.14,0.69,-16.72,-65.92,11474
7.03,-7.20,-1.20,1.06,-8.20,-3.47,-9.43,-18.24,-64.18,11508
2.41,-10.91,-2.85,1.88,-10.03,-4.07,-21.51,-22.76,-57.04,11542
11.86,-8.00,1.66,2.31,-10.87,-4.00,-30.06,-28.11,-47.24,11577
12.21,-10.53,5.75,2.64,-9.97,-3.94,-33.37,-33.34,-35.19,11611
3.73,-9.59,9.43,2.70,-8.39,-3.29,-31.41,-38.45,-20.91,11645
3.01,-9.38,6.53,2.51,-7.55,-2.75,-26.62,-40.31,-10.92,11679
0.63,-11.61,5.90,2.12,-5.66,-2.28,-20.26,-41.49,-3.45,11713
-1.48,-9.88,-6.08,2.34,-6.23,-1.64,-14.67,-41.35,1.75,11748
-1.97,-9.42,-11.65,2.53,-5.58,-1.88,-7.37,-40.08,6.28,11782
2.96,-7.95,-1.00,2.03,-5.01,-1.99,1.32,-38.06,9.47,11816
3.35,-4.67,-1.37,1.92,-5.15,-1.89,8.30,-36.06,10.65,11850
4.62,-4.83,-4.01,1.83,-5.25,-1.99,15.80,-33.19,9.19,11884
4.57,-8.93,-7.39,1.81,-5.32,-2.23,24.31,-30.71,7.45,11918
7.16,-6.88,-4.02,1.60,-5.15,-1.97,30.39,-26.83,3.23,11953
5.08,-9.99,0.11,1.05,-3.67,-1.83,35.02,-24.01,-0.75,11987
7.43,-11.85,-4.27,1.25,-3.86,-0.98,38.23,-22.16,-4.71,12021
2.68,-12.72,-8.38,1.48,-3.72,-0.48,40.75,-20.93,-8.54,12055
-0.41,-8.27,-2.83,1.42,-3.84,0.07,42.91,-20.58,-14.95,12089
0.07,0.71,-0.64,1.28,-4.34,0.66,43.32,-21.18,-20.21,12124
-4.55,-6.87,1.76,1.81,-4.75,1.83,43.16,-24.26,-27.62,12158
0.08,-6.58,-3.76,2.46,-5.09,1.95,41.55,-27.46,-34.64,12192
7.95,-3.59,-8.51,2.36,-6.40,0.27,38.29,-30.47,-41.08,12226
-11.77,-31.65,-37.59,1.92,-6.02,-0.13,34.07,-31.85,-48.85,12260
-8.53,-2.43,-8.60,-1.14,-1.62,-2.00,32.15,-29.58,-52.09,12294
2.82,-19.81,2.04,-0.56,-1.86,-1.44,29.79,-27.27,-55.36,12329
-5.73,-8.97,-0.82,0.46,-1.50,-1.48,28.62,-26.38,-57.10,12363
4.08,-9.30,0.47,0.46,-1.79,-0.93,26.53,-25.56,-58.59,12397
3.75,-8.76,3.55,0.32,-1.64,-0.62,24.45,-25.02,-60.14,12431
1.84,-7.54,-2.72,0.34,-2.51,-0.95,21.82,-24.64,-61.47,12465
3.63,-9.92,-0.18,-0.22,-1.17,-0.58,19.32,-23.50,-63.12,12500
4.34,-9.92,0.13,-0.18,-1.58,-0.62,17.57,-23.19,-64.07,12534
6.13,-8.37,-1.84,-0.39,-1.68,-0.67,15.80,-22.65,-65.16,12568
4.61,-9.50,-0.87,-0.43,-0.64,-0.72,15.10,-21.38,-65.78,12602
4.49,-13.07,6.32,-0.13,-1.15,-0.83,14.32,-20.36,-65.81,12636
-0.61,-10.88,-4.37,-0.04,-1.79,-0.42,11.81,-20.24,-66.16,12670
-3.21,-9.37,-0.66,-0.36,-0.72,0.30,10.04,-20.02,-67.42,12705
-0.44,-6.81,-2.46,0.08,-1.16,0.63,8.89,-20.08,-68.20,12739
0.22,-9.67,-6.84,-0.19,-0.58,0.62,7.61,-20.55,-68.14,12773
