ax,ay,az,gx,gy,gz,mx,my,mz,timestamp
-2.04,-10.22,-0.78,0.35,0.58,0.03,28.31,-28.00,-6.08,19319
-0.95,-9.68,-0.87,0.22,0.51,-0.09,27.36,-28.34,-5.35,19353
-0.14,-9.32,-0.86,0.04,0.47,-0.07,27.05,-27.48,-4.53,19387
1.24,-9.81,-0.38,-0.32,0.59,0.03,26.37,-26.82,-4.81,19421
0.15,-9.96,1.07,-0.10,0.56,0.01,25.50,-26.66,-4.30,19456
0.84,-10.25,0.47,-0.15,0.48,-0.11,25.05,-26.00,-3.67,19490
0.30,-9.88,-0.06,0.24,0.54,-0.04,23.78,-25.18,-4.46,19524
0.85,-9.54,-0.17,0.41,0.41,-0.03,23.33,-24.35,-3.51,19558
-0.53,-9.73,-0.15,0.61,0.43,-0.04,22.70,-23.40,-1.96,19592
0.68,-9.21,-0.66,0.22,0.32,-0.17,22.36,-22.11,-2.50,19626
0.43,-8.96,0.78,0.01,0.63,0.05,21.46,-21.60,-1.65,19661
-2.52,-10.28,3.19,-0.09,0.20,0.24,20.51,-21.34,-1.45,19695
-1.70,-10.47,2.06,-0.23,-0.74,-0.23,21.54,-21.35,-1.91,19729
0.26,-10.81,0.15,-0.41,-0.36,-0.14,21.67,-20.67,-2.31,19763
0.25,-10.32,-0.22,-0.01,-0.06,-0.23,22.13,-20.21,-2.46,19797
-0.22,-9.99,-0.09,0.11,-0.10,-0.33,21.67,-19.92,-2.34,19832
0.46,-9.41,0.26,0.24,-0.16,-0.44,22.86,-19.23,-2.98,19866
0.52,-9.56,-0.19,-0.06,0.16,-0.18,23.15,-18.63,-3.13,19900
-0.03,-9.86,-0.45,-0.29,0.23,-0.13,23.08,-18.36,-2.44,19934
0.58,-10.10,-0.92,-0.15,0.21,-0.22,23.22,-17.71,-2.24,19968
1.09,-10.58,-1.25,-0.01,0.24,-0.26,23.43,-16.91,-2.51,20002
0.96,-9.73,0.16,0.24,0.45,-0.22,23.76,-16.03,-2.41,20037
0.63,-9.43,1.12,0.15,0.46,0.08,23.79,-15.08,-2.56,20071
1.53,-9.77,0.92,-0.20,0.41,0.02,23.25,-14.18,-1.29,20105
3.05,-9.31,0.58,-0.10,0.34,-0.26,23.22,-13.52,-1.52,20139
-0.08,-9.88,0.32,-0.15,0.43,-0.07,23.44,-13.72,-1.20,20173
1.26,-9.71,-0.21,-0.35,0.27,-0.13,23.00,-12.83,-1.14,20208
1.68,-9.89,0.47,-0.19,0.28,-0.34,23.53,-12.45,-0.31,20242
2.05,-9.93,-0.46,-0.32,0.35,-0.26,23.50,-12.04,-0.12,20276
0.99,-10.05,-0.21,-0.08,0.71,-0.12,22.74,-12.10,0.53,20310
0.22,-9.64,0.54,0.05,0.56,0.10,22.36,-12.34,0.26,20344
0.10,-9.70,0.33,-0.02,0.43,0.12,22.99,-11.93,0.73,20378
2.24,-9.24,-0.62,-0.26,0.23,-0.14,23.34,-13.20,0.95,20413
0.56,-11.76,-1.03,-0.37,0.30,-0.09,23.46,-13.58,0.44,20447
0.63,-9.76,-0.52,-0.18,0.19,0.07,24.71,-14.41,1.17,20481
1.16,-9.87,0.13,-0.12,0.23,-0.00,24.48,-15.13,2.44,20515
0.73,-10.01,-0.35,-0.15,0.18,-0.07,25.77,-15.80,2.09,20549
0.83,-10.08,-0.92,-0.09,0.31,0.05,25.59,-16.25,1.53,20583
1.99,-9.59,-1.12,-0.02,0.29,-0.03,25.64,-16.35,2.82,20618
2.29,-9.28,-0.26,0.07,0.25,-0.20,25.96,-16.35,3.00,20652
0.89,-10.04,-0.15,0.10,0.24,-0.17,25.42,-16.59,3.27,20686
1.57,-9.64,-0.22,-0.06,0.42,-0.07,25.08,-16.47,3.54,20720
1.59,-9.60,-1.23,-0.09,0.23,-0.24,24.66,-16.00,3.01,20754
1.26,-9.45,-0.97,-0.23,0.32,-0.21,24.77,-15.99,4.11,20789
0.22,-10.24,0.10,-0.22,0.45,0.14,23.91,-16.21,4.68,20823
0.57,-9.49,-0.74,-0.11,0.35,0.07,23.68,-17.07,3.55,20857
1.64,-9.74,-0.70,-0.28,0.19,-0.14,23.47,-17.22,4.33,20891
1.36,-9.96,-1.20,-0.12,0.35,-0.09,22.98,-16.87,4.33,20925
-0.15,-10.08,-0.32,0.14,0.41,0.13,22.60,-17.41,4.00,20959
1.33,-9.41,-0.67,0.25,0.17,0.17,22.00,-16.60,4.08,20994
0.56,-9.96,-1.06,-0.08,0.16,0.10,22.27,-17.71,4.36,21028
0.52,-9.85,-1.22,-0.20,0.32,0.11,22.33,-17.76,5.10,21062
0.79,-9.91,-0.07,-0.43,0.23,0.11,21.63,-18.33,4.72,21096
1.26,-9.78,-0.27,-0.36,0.30,0.16,21.51,-18.27,5.48,21130
1.74,-9.32,-0.35,-0.37,0.23,0.12,21.31,-19.25,5.45,21165
0.43,-10.09,-0.95,-0.17,0.12,0.12,21.47,-19.76,5.58,21199
0.35,-10.25,-0.98,-0.04,0.00,0.10,21.89,-20.20,5.31,21233
2.12,-9.45,-1.00,-0.11,0.07,0.05,21.76,-20.15,4.55,21267
0.89,-9.98,-1.22,-0.14,-0.00,-0.07,21.92,-20.39,4.87,21301
1.66,-9.73,-1.68,-0.02,-0.04,-0.07,22.27,-21.05,4.68,21335
2.04,-9.43,-0.90,-0.05,-0.05,-0.20,22.46,-20.15,5.45,21370
1.52,-9.70,-0.90,0.01,-0.07,-0.17,23.17,-20.15,5.33,21404
1.71,-9.78,-0.99,-0.06,0.00,-0.18,23.40,-19.83,5.20,21438
0.90,-9.87,-1.51,-0.14,0.10,-0.07,23.79,-19.73,5.12,21472
1.08,-9.97,-1.14,-0.12,0.18,-0.01,23.68,-19.39,6.09,21506
1.52,-8.85,-1.01,-0.07,0.08,0.06,23.59,-19.47,5.86,21541
2.22,-9.16,-1.82,-0.65,-0.17,-0.28,23.50,-19.91,5.67,21575
1.39,-9.36,-1.79,-0.15,-0.19,-0.29,23.79,-19.70,5.45,21609
1.32,-9.83,-1.14,-0.08,0.16,-0.04,24.29,-20.17,6.09,21643
1.60,-9.64,-1.00,0.12,0.20,0.06,24.55,-20.49,5.60,21677
1.27,-9.85,-0.63,0.11,0.11,-0.04,24.74,-20.37,5.26,21711
1.24,-9.58,-1.62,0.31,-0.08,-0.09,25.39,-19.95,5.64,21746
1.32,-9.57,-1.77,0.41,-0.09,-0.02,26.22,-20.13,5.36,21780
1.88,-9.54,-1.25,0.44,-0.04,0.10,26.95,-20.51,5.63,21814
0.22,-9.67,-0.55,0.08,0.11,0.03,27.58,-20.32,5.26,21848
0.68,-9.68,-0.95,0.18,-0.05,0.04,27.36,-20.81,4.62,21882
0.89,-9.66,-0.80,0.09,0.13,0.10,27.90,-21.03,5.28,21916
1.05,-9.59,-0.87,-0.08,0.17,0.03,28.11,-21.08,4.98,21951
3.52,-8.24,-1.34,0.03,0.16,-0.01,28.28,-21.32,4.66,21985
1.28,-9.54,-0.55,-0.07,0.03,-0.06,27.43,-21.31,5.57,22019
1.92,-9.13,-0.75,-0.35,0.20,-0.12,27.77,-21.59,5.93,22053
1.00,-9.74,-0.89,-0.66,0.27,-0.14,27.19,-21.40,4.94,22087
0.61,-10.30,-1.37,-0.37,0.16,-0.11,27.58,-22.42,4.63,22122
-0.10,-10.57,-1.81,-0.32,0.24,0.08,27.46,-23.05,5.28,22156
0.40,-10.07,-1.51,0.37,0.04,0.13,27.45,-22.83,4.91,22190
1.24,-9.32,-1.46,0.11,-0.12,0.02,27.95,-24.03,4.62,22224
0.44,-9.49,-0.95,-0.02,-0.09,0.01,28.12,-24.32,5.03,22258
2.16,-9.38,-1.15,0.42,-0.35,0.03,28.35,-25.36,4.52,22292
1.43,-9.80,-0.77,0.14,0.12,0.13,28.84,-25.49,4.05,22327
1.84,-9.46,-0.94,0.48,0.05,0.17,28.28,-25.93,3.92,22361
0.98,-10.62,-0.83,0.55,-0.26,0.03,28.62,-26.16,4.28,22395
1.81,-8.77,-0.19,0.59,-0.22,0.11,28.84,-26.05,4.28,22429
1.71,-9.70,-0.79,0.05,0.04,0.12,28.52,-26.66,4.69,22463
0.76,-9.31,-1.07,-0.40,0.15,0.03,27.97,-26.72,4.03,22498
1.10,-9.65,-0.98,-1.09,0.09,-0.14,27.74,-27.38,3.39,22532
0.57,-10.78,-0.89,-0.10,0.11,-0.02,27.43,-28.12,3.92,22566
1.05,-9.36,0.01,0.26,-0.03,0.31,27.49,-28.52,2.76,22600
0.56,-10.09,-0.61,0.10,0.06,0.09,26.88,-28.60,3.33,22634
0.79,-9.84,-1.26,0.41,-0.09,0.11,26.82,-28.78,2.95,22668
1.13,-9.35,-0.95,0.38,0.16,0.16,26.57,-28.65,3.73,22703
0.33,-9.42,-0.22,0.37,0.29,0.26,25.80,-28.60,4.46,22737
0.97,-9.28,0.27,-0.37,0.28,0.01,24.50,-27.99,4.90,22771
0.07,-9.97,-0.60,-0.67,0.27,0.00,23.31,-27.33,5.00,22805
1.70,-10.09,-2.08,-0.52,0.13,-0.00,22.49,-27.39,4.87,22839
0.39,-10.27,-0.83,-0.17,0.13,-0.03,21.86,-27.43,4.93,22874
0.18,-10.02,-0.61,0.00,0.12,-0.06,22.38,-27.55,4.50,22908
0.97,-9.11,-0.65,-0.01,-0.05,0.04,21.65,-27.21,4.88,22942
1.81,-10.05,-0.98,-0.26,0.00,0.07,21.67,-27.30,5.06,22976
1.94,-9.47,-1.03,-0.28,0.14,0.02,21.21,-27.74,5.25,23010
0.07,-10.15,-0.93,0.01,0.08,-0.05,21.13,-27.70,4.69,23044
0.61,-9.76,-0.54,-0.03,0.05,0.00,20.86,-27.19,5.22,23079
0.68,-9.96,-0.64,-0.10,0.07,0.05,20.56,-27.23,5.35,23113
0.86,-9.93,-1.19,-0.20,0.10,-0.08,20.64,-27.14,5.25,23147
1.06,-10.06,-1.29,-0.06,0.08,-0.12,20.26,-26.48,5.38,23181
0.83,-9.67,-1.26,0.27,0.12,-0.02,20.01,-26.70,5.74,23215
0.82,-9.89,-0.77,0.27,0.04,0.02,20.01,-26.60,5.66,23250
1.14,-9.81,-1.21,0.27,0.02,0.03,20.18,-25.96,6.31,23284
-0.19,-10.57,-0.67,0.61,0.03,0.14,20.80,-25.87,6.02,23318
1.14,-9.30,-0.70,0.77,-0.14,0.19,20.84,-25.23,6.46,23352
0.88,-9.20,-0.18,-0.22,-0.03,0.09,21.19,-24.92,5.47,23386
1.39,-9.77,-0.17,-0.21,-0.06,0.12,20.80,-24.71,5.42,23420
0.49,-8.40,-0.90,-0.16,0.14,0.18,20.39,-24.98,5.83,23455
1.01,-9.52,-0.35,0.03,0.06,0.05,20.61,-24.54,5.83,23489
0.20,-12.43,1.27,0.10,0.19,-0.00,20.62,-24.54,5.85,23523
0.48,-10.27,-0.08,0.00,0.05,-0.16,19.92,-24.66,5.90,23557
0.68,-9.84,-0.16,-0.26,-0.02,-0.32,20.39,-24.32,5.22,23591
0.63,-9.91,-0.64,-0.32,0.10,-0.08,20.05,-23.59,5.70,23625
0.16,-10.08,-1.06,-0.04,0.13,0.18,19.75,-24.23,6.07,23660
0.14,-9.00,-1.20,0.11,-0.00,0.16,20.01,-24.01,5.83,23694
0.48,-9.29,-0.44,-0.17,0.09,0.11,20.23,-23.37,5.99,23728
1.52,-10.14,-0.78,-0.19,-0.11,-0.01,19.66,-23.52,6.05,23762
0.30,-10.07,0.06,0.15,-0.06,0.05,20.24,-23.33,5.32,23796
1.53,-9.70,-0.31,0.10,0.16,0.17,19.96,-23.85,4.69,23831
0.42,-9.75,-0.15,-0.06,0.17,0.06,19.98,-23.62,5.96,23865
0.91,-9.32,-0.80,-0.06,-0.05,-0.12,19.50,-23.40,4.87,23899
1.15,-9.63,-0.65,-0.19,0.06,-0.11,19.51,-22.76,5.33,23933
0.78,-9.87,-0.57,-0.09,0.19,-0.01,19.31,-22.48,4.74,23967
0.25,-9.18,-0.83,0.02,0.18,-0.06,19.06,-21.57,5.36,24001
0.74,-10.05,-0.73,-0.14,0.21,-0.02,19.41,-21.38,5.32,24036
-0.83,-9.75,-0.46,0.03,0.09,-0.04,18.53,-20.87,5.89,24070
0.40,-10.12,-0.98,0.08,0.01,0.03,19.03,-20.68,4.69,24104
0.91,-9.71,-0.89,-0.03,-0.15,-0.14,19.38,-20.43,5.04,24138
0.21,-9.54,-0.75,-0.05,-0.23,-0.16,19.63,-20.58,4.93,24172
0.42,-9.67,-0.77,-0.05,-0.19,-0.06,20.20,-20.17,4.56,24207
1.12,-9.80,-0.92,-0.10,-0.26,-0.26,21.12,-19.89,4.46,24241
0.95,-9.57,-0.94,-0.02,-0.19,-0.31,20.83,-19.88,4.91,24275
0.29,-10.05,-1.09,-0.03,-0.03,-0.12,21.28,-19.44,4.98,24309
0.84,-9.78,-0.50,0.15,0.01,0.06,20.94,-19.42,4.81,24343
1.05,-9.17,-0.62,0.02,0.05,-0.11,21.03,-18.87,4.44,24377
1.03,-9.24,-0.97,-0.26,0.13,-0.17,21.16,-18.24,5.31,24412
-0.30,-10.64,-0.35,-0.18,0.25,0.10,21.34,-19.03,5.17,24446
0.41,-9.80,-0.26,-0.13,0.19,0.07,21.57,-19.01,4.65,24480
-0.85,-9.94,-0.44,0.11,0.23,0.24,21.54,-18.24,4.46,24514
0.25,-10.19,-0.78,0.30,0.31,0.39,21.57,-18.69,4.81,24548
0.49,-9.75,-0.97,0.30,0.10,0.11,21.56,-17.92,5.32,24583
0.89,-9.78,-0.41,0.58,-0.21,-0.11,21.81,-17.03,5.48,24617
1.89,-9.25,0.30,0.31,-0.34,-0.22,23.05,-16.27,6.31,24651
-0.87,-10.76,0.01,-0.19,-0.18,-0.17,23.28,-17.36,5.76,24685
0.43,-9.11,0.00,-0.11,-0.03,-0.15,23.79,-17.41,5.86,24719
1.59,-9.94,-0.62,-0.02,0.03,-0.12,24.41,-17.47,5.92,24753
0.05,-9.90,-0.35,0.05,0.06,-0.17,24.70,-17.64,5.63,24788
1.63,-9.37,-0.15,0.05,0.07,-0.15,25.23,-16.66,6.04,24822
1.66,-9.43,-0.67,-0.28,0.11,-0.13,24.85,-16.57,6.18,24856
0.78,-9.63,-0.61,-0.17,0.03,-0.23,24.76,-16.72,7.09,24890
0.21,-9.97,-0.08,-0.28,0.10,-0.09,25.37,-17.16,6.72,24924
0.66,-10.04,-0.42,-0.25,0.14,0.00,25.45,-17.60,6.74,24958
0.47,-9.82,-1.00,-0.14,0.03,-0.02,25.48,-18.23,7.57,24993
1.76,-9.68,-0.86,-0.18,0.01,-0.02,25.56,-18.56,7.09,25027
1.54,-8.79,-0.51,-0.50,0.07,0.01,25.40,-18.99,6.88,25061
0.43,-10.52,-0.80,-1.00,0.04,0.17,26.03,-20.99,6.77,25095
1.19,-10.50,-1.47,-0.70,0.02,0.16,26.62,-22.57,6.71,25129
0.49,-9.93,-2.32,-0.09,0.11,0.13,26.45,-23.02,6.55,25164
0.58,-9.38,-1.64,0.10,-0.01,-0.01,26.60,-23.31,6.59,25198
1.04,-9.51,-1.32,0.05,-0.08,-0.02,26.64,-23.08,7.10,25232
0.74,-9.91,-0.89,0.19,0.01,0.24,26.41,-22.73,7.44,25266
0.48,-9.55,-1.84,0.20,-0.03,0.12,26.64,-22.80,7.56,25300
0.62,-9.33,-2.82,0.40,0.06,0.17,26.22,-22.73,6.07,25334
0.84,-9.46,-1.75,0.09,0.00,0.05,26.44,-22.55,7.13,25369
-1.22,-9.84,-1.65,-0.14,0.16,0.16,25.99,-22.90,6.69,25403
-1.69,-11.06,-1.71,-0.46,0.71,0.68,25.86,-23.34,7.26,25437
0.36,-9.93,-1.35,-0.14,1.14,0.66,23.81,-24.47,8.39,25471
2.64,-8.85,-2.98,0.11,1.43,0.51,22.32,-25.80,9.43,25505
2.48,-9.19,1.68,0.20,1.00,0.54,19.98,-25.59,9.56,25540
3.63,-10.08,-0.80,-0.23,0.81,0.08,18.80,-25.75,10.83,25574
4.34,-9.93,-0.54,-0.24,1.27,-0.04,17.51,-26.62,11.49,25608
3.17,-9.13,-1.97,-0.13,2.41,0.30,14.98,-27.19,12.79,25642
1.39,-8.84,0.65,-0.10,2.95,0.62,10.93,-27.48,13.48,25676
0.46,-9.64,0.57,-0.64,2.75,0.56,6.39,-28.73,13.40,25710
1.01,-10.22,-1.25,-0.71,2.10,0.38,3.05,-29.04,13.81,25745
1.01,-10.63,-0.88,-0.42,1.74,0.33,-0.13,-28.97,14.32,25779
1.84,-9.40,-2.66,0.02,1.96,0.44,-3.35,-29.01,13.71,25813
1.59,-9.13,-2.89,-0.16,2.39,0.37,-6.18,-28.87,12.93,25847
1.03,-9.46,-2.06,-0.41,2.52,0.39,-10.06,-29.45,12.22,25881
0.91,-9.76,-1.46,-0.56,2.59,0.47,-13.50,-29.79,10.99,25916
0.09,-10.08,-1.01,-0.51,2.50,0.51,-16.57,-30.25,9.18,25950
-1.23,-10.48,-0.89,-0.14,2.26,0.54,-19.79,-29.74,7.13,25984
-0.52,-9.88,-1.69,0.11,1.68,0.39,-21.69,-29.49,5.58,26018
0.17,-9.40,-2.98,0.28,1.66,0.37,-24.31,-28.41,5.22,26052
0.49,-8.94,-3.40,0.31,1.90,0.30,-26.03,-28.11,3.08,26086
-0.17,-9.29,-1.98,0.04,2.25,0.31,-28.05,-27.48,1.45,26121
-1.36,-9.61,-1.71,-0.04,2.10,0.28,-31.03,-27.33,-0.19,26155
-0.90,-9.58,-0.88,-0.06,1.95,0.27,-32.59,-26.95,-3.90,26189
-1.06,-9.74,-0.93,0.15,1.85,0.38,-33.88,-26.02,-5.89,26223
-1.36,-10.10,-0.05,0.32,1.30,0.29,-35.44,-25.31,-6.65,26257
2.38,-9.28,-0.47,0.25,0.88,0.11,-36.03,-24.98,-7.32,26291
2.04,-9.32,-3.95,0.04,1.96,0.27,-37.43,-24.69,-10.45,26326
-1.19,-10.24,-1.83,-0.14,2.54,0.36,-38.53,-24.01,-13.37,26360
-0.84,-10.49,0.22,-0.25,1.62,0.11,-39.94,-23.40,-16.54,26394
0.81,-9.27,-0.48,-0.04,1.06,0.07,-40.54,-23.17,-17.89,26428
1.23,-9.24,-2.82,0.03,1.50,0.22,-41.14,-22.99,-19.41,26462
-0.63,-9.89,-3.32,-0.26,2.57,0.50,-41.07,-22.33,-22.71,26497
0.32,-10.15,-0.66,-0.43,2.32,0.31,-42.17,-21.46,-26.19,26531
-0.38,-9.85,-1.66,-0.07,1.77,0.03,-42.63,-21.10,-29.28,26565
0.35,-9.48,-1.69,0.15,1.75,0.16,-42.25,-20.91,-32.33,26599
0.12,-9.54,-2.49,0.06,2.12,0.31,-41.65,-21.29,-34.71,26633
1.46,-9.33,-2.19,-0.68,2.35,0.32,-40.78,-20.62,-38.35,26667
1.56,-9.49,-1.23,-0.68,2.41,0.19,-39.45,-20.43,-40.88,26702
0.54,-8.62,-1.94,-0.49,2.07,-0.23,-38.69,-20.14,-44.45,26736
-2.70,-12.09,-2.39,-0.30,1.55,-0.29,-37.30,-19.32,-47.22,26770
-0.66,-9.94,-3.76,-0.10,0.85,-0.83,-36.89,-21.13,-48.00,26804
0.92,-7.41,-7.75,-0.68,1.44,-0.99,-35.06,-21.97,-50.94,26838
-1.48,-9.69,-5.97,-1.60,3.44,-0.37,-32.93,-21.00,-53.64,26873
-1.33,-10.05,-2.46,-1.85,3.71,-0.19,-29.71,-19.58,-58.17,26907
-4.63,-11.68,-1.67,-1.55,2.48,-0.19,-26.07,-17.45,-61.27,26941
-5.13,-11.56,-1.17,-1.14,1.39,-0.26,-24.23,-16.72,-62.80,26975
-3.63,-10.19,-1.76,-0.78,0.57,0.06,-23.36,-15.52,-63.15,27009
-2.96,-10.23,-1.95,-0.80,0.86,0.59,-22.41,-14.72,-63.72,27043
-2.02,-10.54,-1.87,-0.87,1.38,0.94,-20.86,-13.34,-63.96,27078
-3.60,-11.29,-1.15,-0.75,1.91,1.11,-17.90,-11.82,-65.78,27112
-2.73,-10.96,0.27,-0.49,1.66,0.89,-15.19,-10.99,-66.18,27146
-0.97,-9.60,0.53,-0.22,1.35,0.62,-13.53,-10.46,-67.44,27180
-3.84,-7.04,-0.46,0.50,1.98,-0.61,-11.50,-11.56,-67.99,27214
4.73,-1.90,-0.54,-0.03,2.17,-0.13,-8.49,-11.55,-68.62,27249
5.36,-12.19,-0.76,-0.65,2.11,0.44,-5.41,-11.05,-69.53,27283
4.95,-11.09,3.06,0.56,0.36,-0.85,-4.69,-11.74,-69.58,27317
9.36,-6.03,-4.52,0.36,-0.23,-1.33,-4.93,-13.17,-69.26,27351
5.13,-8.63,-1.45,0.00,0.81,-1.09,-4.11,-14.09,-70.27,27385
3.88,-6.76,-1.18,0.03,0.49,-0.88,-3.99,-14.43,-70.21,27419
4.20,-10.40,-1.10,0.32,0.54,-0.38,-3.29,-15.07,-70.13,27454
2.44,-11.27,-1.61,0.54,0.27,0.01,-3.20,-15.95,-69.96,27488
2.29,-10.63,0.36,0.62,0.25,0.23,-3.24,-16.09,-69.60,27522
2.42,-8.75,-1.57,0.71,0.05,0.32,-3.54,-17.48,-69.82,27556
3.42,-8.60,-2.30,0.75,-0.06,0.45,-4.02,-18.52,-69.34,27590
4.55,-8.94,-1.81,0.78,-0.10,0.52,-4.55,-19.29,-68.97,27625
6.10,-4.10,-2.39,0.88,0.20,0.53,-5.20,-20.05,-69.61,27659
6.94,-6.70,-2.44,0.86,0.05,0.42,-5.70,-21.02,-68.61,27693
10.04,-3.97,-0.44,0.99,-0.19,-0.05,-5.98,-21.62,-67.74,27727
10.93,-5.22,-1.84,1.06,-0.23,-0.78,-6.07,-23.57,-67.90,27761
9.63,-4.74,-3.83,0.46,0.58,-1.18,-5.99,-25.27,-68.04,27795
9.69,-9.35,-3.18,0.03,1.06,-0.78,-4.05,-25.23,-67.99,27830
10.19,-15.55,-1.90,0.17,2.33,0.23,-2.02,-24.96,-67.76,27864
-3.85,-21.56,-9.74,0.90,4.46,1.03,3.79,-25.40,-66.81,27898
-5.69,-24.73,-16.35,1.08,4.13,0.52,8.84,-25.55,-66.19,27932
18.68,-14.31,5.04,2.57,1.54,-1.28,12.19,-26.86,-63.99,27966
10.95,-16.33,-6.53,0.08,0.16,-4.58,14.32,-26.40,-62.35,28000
2.59,-13.55,2.99,1.76,-1.98,-4.13,14.63,-25.74,-62.03,28035
-3.03,-5.42,-2.72,1.53,-2.67,-2.70,12.58,-25.67,-61.50,28069
3.82,-1.77,-4.20,1.19,-3.82,-2.10,10.11,-25.97,-62.41,28103
6.00,-0.62,-1.87,0.55,-3.25,-0.67,6.78,-26.19,-61.90,28137
3.59,-1.67,0.73,0.77,-2.38,0.71,4.37,-27.64,-61.63,28171
5.09,-1.48,1.00,0.87,-2.19,1.60,1.68,-28.49,-60.83,28206
5.00,-2.72,-0.12,1.04,-2.49,2.58,-2.62,-30.53,-59.65,28240
2.60,-5.60,-0.94,1.44,-3.13,3.25,-6.77,-31.92,-59.72,28274
3.72,-7.26,-2.56,1.76,-4.04,3.16,-11.66,-33.10,-56.78,28308
6.25,-8.78,-2.94,1.93,-4.38,3.03,-18.53,-33.81,-52.84,28342
7.72,-9.52,-4.67,1.85,-5.04,2.61,-22.65,-33.79,-48.13,28376
10.85,-6.61,-7.27,1.46,-4.29,1.92,-27.70,-34.48,-43.29,28411
-5.86,-3.31,-14.03,0.42,-0.20,2.04,-31.25,-33.25,-39.67,28445
-2.90,-2.34,-2.82,-1.68,0.64,-0.24,-31.53,-33.78,-40.47,28479
6.10,-12.50,-2.64,-1.00,0.18,-0.13,-32.27,-32.97,-41.22,28513
1.18,-12.49,-1.69,-0.39,-0.01,0.19,-33.22,-32.77,-40.72,28547
7.45,-6.95,-2.31,-0.24,-0.05,0.12,-33.57,-32.29,-40.60,28582
6.79,-8.19,-4.07,-0.20,-0.05,0.49,-34.64,-31.19,-38.51,28616
8.42,-6.52,-1.55,-0.24,0.07,0.44,-35.33,-29.82,-37.80,28650
7.96,-5.58,-1.17,-0.15,0.26,-0.04,-35.72,-28.09,-37.72,28684
2.29,-8.85,-3.54,-0.29,0.43,-0.21,-35.81,-27.58,-38.28,28718
5.22,-7.44,-4.08,-0.02,0.43,-0.13,-35.55,-26.56,-38.31,28752
2.66,-8.81,-2.65,-0.22,0.61,-0.00,-35.36,-25.21,-38.98,28787
0.67,-9.48,-1.58,-0.27,0.65,0.10,-34.04,-24.10,-40.25,28821
